4,7,10,10,11,11,11,13,15,15,15,15,15,15,15,15,1,0,0,1,2,2,2,3,3,5,0,0,1,1,1,2,3,3,4,2,2,3,3,3,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
4,2,5,5,6,6,6,1,3,3,3,3,3,0,1,1,3,4,4,0,1,1,1,0,0,2,3,3,4,4,4,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,6,2,2,0,0,0,3,0,0,0,1,1,2,3,3,0,1,1,1,2,2,2,3,3,0,2,2,0,0,0,0,1,1,0,2,2,3,3,3,3,4,4,4,4,4,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
4,6,9,9,10,10,10,0,2,2,2,3,3,4,5,5,7,8,8,9,10,10,10,11,11,1,0,0,0,1,1,1,2,2,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2
4,1,2,2,0,1,1,1,0,0,1,2,2,0,1,1,0,1,1,2,3,3,0,1,1,1,5,5,5,6,6,6,7,7,7,3,3,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0
4,0,3,3,1,2,2,0,1,1,0,1,1,0,1,1,1,2,2,0,1,1,0,1,1,3,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,2,2,2,3,3,3,3,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1
4,1,1,1,0,0,0,2,4,4,4,4,4,4,0,0,1,1,1,2,1,1,1,0,0,2,1,1,1,1,1,2,0,0,1,5,5,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
4,6,2,2,3,0,0,2,4,4,4,4,4,4,5,5,9,1,1,2,4,4,4,5,5,7,0,0,0,0,0,1,2,2,2,1,1,2,2,2,3,3,3,3,3,3,4,5,5,5,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
4,1,4,4,0,1,1,3,0,0,0,0,0,0,1,1,0,1,1,2,1,1,1,0,0,0,4,4,4,0,0,1,2,2,2,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
4,6,0,0,1,2,2,4,6,6,6,0,0,0,1,1,1,2,2,0,1,1,1,2,2,4,8,8,8,9,9,9,1,1,1,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
4,6,1,1,2,0,0,2,4,4,4,5,5,5,0,0,3,4,4,5,6,6,6,1,1,0,0,0,0,1,1,1,2,2,2,3,3,4,4,4,4,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3
4,6,9,9,10,11,11,13,1,1,1,2,2,2,3,3,6,7,7,8,0,0,0,1,1,3,0,0,0,1,1,1,2,2,2,1,1,2,2,2,2,3,3,3,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
0,0,0,0,4,4,4,4,4,4,4,4,4,8,8,8,12,12,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,8,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,20,20,20,20,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
